# #Depth CH4
229.100200 614.132700
229.100700 611.618000
229.101200 614.079700
229.101800 612.238200
229.102400 612.408000
229.103100 611.970900
229.103600 612.611400
229.104100 611.988700
229.104700 615.448100
229.105400 611.604000
229.105900 612.441200
229.106500 612.706900
229.107000 612.912800
229.107700 612.421100
229.108300 612.449800
229.108800 611.740700
229.109400 613.089700
229.109900 611.129600
229.110400 610.040600
229.111200 609.638700
229.111700 610.566000
229.112200 610.775400
229.112800 609.619100
229.113500 610.349600
229.114100 610.446800
229.114600 609.777300
229.115100 611.304900
229.115700 610.668100
229.116200 611.416300
229.116900 610.119800
229.117500 610.681300
229.118000 612.052700
229.118500 609.797300
229.119100 611.221000
229.119600 609.056400
229.120400 609.625400
229.120900 610.128300
229.121400 607.880000
229.122000 609.188600
229.122700 606.463400
229.123200 609.022400
229.123700 609.929400
229.124300 611.091600
229.125000 609.703400
229.125600 609.928300
229.126100 609.024500
229.126700 611.670900
229.127200 610.508700
229.127900 610.720100
229.128500 608.696900
229.129000 609.671600
229.129500 609.853600
229.130100 610.879000
229.130800 610.132800
229.131400 611.124300
229.131900 609.747200
229.132400 608.706800
229.133200 608.887800
229.133700 608.206500
229.134200 608.987300
229.134800 606.786300
229.135500 607.542800
229.136000 606.954400
229.136500 608.691400
229.137100 610.077400
229.137800 610.944000
229.138400 610.917700
229.138900 614.197800
229.139500 610.759800
229.140000 612.402000
229.140700 614.020100
229.141200 611.638900
229.141800 613.513900
229.142500 617.898800
229.143100 615.830200
229.143600 613.355400
229.144200 614.964200
229.144700 614.578400
229.145200 615.437600
229.145900 614.077300
229.146500 613.053600
229.147000 612.663400
229.147700 612.633800
229.148300 613.340900
229.148900 612.347500
229.149400 612.621200
229.149900 609.747800
229.150500 611.703600
229.151200 609.961200
229.151700 609.552200
229.152200 610.864900
229.153000 611.767700
229.153500 611.308600
229.154000 607.426500
229.154600 609.417500
229.155100 607.865800
229.155900 609.510500
229.156400 610.906300
229.156900 610.048400
229.157600 610.681000
229.158200 611.415800
229.158700 610.578400
229.159300 613.759100
229.160000 611.222600
229.160500 614.163500
229.161100 611.896300
229.161600 611.313900
229.162200 611.959300
229.162900 611.990900
229.163400 612.421100
229.164000 613.749100
229.164500 612.432800
229.165200 610.595000
229.165700 609.630900
229.166300 611.784200
229.166800 608.711700
229.167600 609.107100
229.168100 609.201900
229.168600 608.576200
229.169200 609.536900
229.169900 608.110700
229.170400 605.659900
229.170900 606.961100
229.171700 604.731900
229.172200 605.365500
229.172800 607.979300
229.173300 609.931300
229.173900 609.098400
229.174600 609.568100
229.175100 609.970600
229.175700 611.931300
229.176400 611.552000
229.176900 613.782400
229.177400 613.011000
229.178000 612.981200
229.178500 611.930700
229.179100 614.355800
229.179800 615.412800
229.180300 615.346100
229.180900 614.425300
229.181600 615.666700
229.182100 613.736100
229.182800 615.597900
229.183400 613.708800
229.184100 614.952600
229.184700 611.105200
229.185200 609.368300
229.185800 609.018500
229.186500 607.665200
229.187000 607.942200
229.187500 608.970300
229.188100 613.449600
229.205500 615.824700
229.206100 614.781300
229.206600 613.221100
229.207300 614.886500
229.207900 611.008000
229.208500 613.138600
229.209000 612.822400
229.209500 612.597200
229.210100 611.956500
229.210800 612.199600
229.211300 612.435900
229.211900 611.817000
229.212600 612.615200
229.213100 614.098600
229.213700 611.140800
229.214200 615.151300
229.214800 613.796000
229.215500 611.674900
229.216000 614.851500
229.216500 614.110200
229.217300 614.095200
229.217800 615.077900
229.218300 612.743500
229.218900 616.028300
229.219400 614.986900
229.220200 614.690400
229.220700 614.908900
229.221200 617.042500
229.221900 614.320200
229.222500 615.495900
229.223000 613.381300
229.223700 613.359200
229.224300 615.613400
229.224600 615.643600
229.225200 615.825200
229.225800 613.908000
229.226300 615.942300
229.226900 612.530600
229.227500 610.582100
229.228100 612.742400
229.228600 612.421400
229.229200 611.013600
229.233500 608.247700
229.235800 611.763500
229.236700 610.422900
229.237300 612.481800
229.237800 611.215300
229.238500 612.033400
229.239100 613.615600
229.239800 612.771100
229.240300 613.367800
229.240900 615.420000
229.241600 615.770100
229.242100 613.513400
229.242600 615.103800
229.243100 613.158700
229.243900 615.637600
229.244400 613.725200
229.245100 611.442200
229.245600 612.097100
229.246200 613.452400
229.246900 613.556000
229.247400 613.389900
229.248100 613.101100
229.248700 614.757300
229.249300 614.633700
229.250000 613.402200
229.250500 613.020500
229.251100 612.259300
229.251600 613.103000
229.252300 614.788500
229.252800 613.003600
229.253600 614.047400
229.254100 614.707700
229.254800 615.573200
229.255400 613.152000
229.256000 611.795200
229.256500 610.407000
229.257200 611.336400
229.257800 612.621100
229.258500 612.401700
229.259000 610.231300
229.259500 611.820700
229.260300 612.222800
229.260800 612.422800
229.261400 613.445300
229.261900 613.689800
229.262600 614.607300
229.263200 612.492800
229.263900 614.049800
229.264400 614.658500
229.265100 612.293400
229.265700 612.424500
229.266200 613.287200
229.266900 613.296100
229.267500 614.344700
229.268100 613.939100
229.268800 613.009900
229.269300 613.776600
229.270000 614.371300
229.270600 613.553300
229.271100 613.834300
229.271800 614.149100
229.272400 613.052700
229.272900 611.857000
229.273500 609.991100
229.274200 608.587300
229.274700 609.790300
229.275500 609.932900
229.276000 609.547300
229.276500 611.700100
229.277300 611.442200
229.277800 611.161400
229.278500 610.774200
229.279000 611.605000
229.279700 610.763200
229.280400 610.825100
229.280900 609.163900
229.281400 609.464400
229.282200 610.788000
229.282700 610.870800
229.283400 610.402600
229.283900 611.082200
229.284700 609.402200
229.285200 607.271300
229.285800 608.768000
229.286300 609.783100
229.287000 609.962800
229.287600 606.841500
229.288300 611.296100
229.288800 609.048900
229.289500 608.335200
229.290100 608.981600
229.290600 608.558200
229.291300 610.707200
229.291900 608.964500
229.292500 607.762300
229.293200 609.826200
229.293700 610.247100
229.294400 610.597200
229.295000 612.741700
229.295500 611.328700
229.296200 610.290200
229.296800 610.756500
229.297500 611.676300
229.298000 609.919600
229.298600 613.105400
229.299300 610.375800
229.299900 610.460500
229.300400 609.984500
229.301100 611.255500
229.301700 610.413700
229.302400 609.795100
229.302900 611.174500
229.303600 610.942600
229.304200 609.719000
229.304800 609.501600
229.305500 609.136400
229.306000 609.605600
229.306600 610.620800
229.307300 610.324600
229.307800 611.158300
229.308500 613.081100
229.309100 612.388900
229.309800 612.817600
229.310300 612.267300
229.310900 611.981500
229.311500 612.263700
229.312200 613.639900
229.312700 612.280500
229.313400 611.822400
229.313900 611.409000
229.314700 612.566100
229.315200 610.172700
229.315800 611.385900
229.316400 610.593500
229.317100 610.392200
229.317600 610.824600
229.318300 610.968400
229.318800 610.561100
229.319600 611.372900
229.320100 613.341200
229.320800 613.272600
229.321400 611.902600
229.321900 612.759900
229.322600 614.733300
229.323200 613.898300
229.323800 615.462600
229.324500 614.227500
229.325000 614.282900
229.325700 615.965500
229.326300 614.445100
229.327000 613.931800
229.328200 612.637600
229.328800 613.839500
229.329400 612.846600
229.329900 611.722800
229.330600 611.268700
229.331200 610.623900
229.331900 612.012700
229.332400 613.759500
229.333100 612.324900
229.333700 612.042400
229.334400 611.863800
229.334900 612.319800
229.335500 611.575500
229.336100 611.850400
229.336800 611.729200
229.337300 612.708600
229.338000 613.165800
229.338600 613.392400
229.339300 613.767800
229.339800 613.835400
229.340400 614.188200
229.341100 614.535500
229.341700 614.579500
229.342200 614.262000
229.342800 615.775400
229.343500 614.638000
229.344000 614.260600
229.344700 612.515900
229.345300 612.185600
229.346000 612.290800
229.346500 612.015800
229.347200 613.432100
229.347800 610.220800
229.348400 609.869400
229.349100 611.504000
229.349600 611.319300
229.350200 612.170500
229.350900 611.622500
229.351400 613.203100
229.352100 613.424500
229.352700 611.488900
229.353400 613.075400
229.354000 612.691400
229.354600 611.502700
229.355100 611.064700
229.355800 611.284400
229.356300 610.656500
229.357100 610.071200
229.357600 611.015300
229.358300 609.908200
229.358800 611.005500
229.359600 610.504100
229.360200 610.738800
229.360700 610.478900
229.361400 608.104500
229.362000 610.463000
229.362700 610.244100
229.363200 612.188600
229.363900 613.760800
229.364500 612.890300
229.365200 613.261800
229.365700 613.216900
229.366400 612.661000
229.367000 612.246800
229.367600 611.896800
229.368300 610.727100
229.368800 610.878500
229.369400 611.593600
229.370100 608.956200
229.370600 609.133400
229.371300 607.867800
229.371900 608.946600
229.372600 606.865500
229.373200 606.943600
229.373800 606.696300
229.374300 606.116900
229.375000 607.184700
229.375500 607.296200
229.376300 608.851500
229.376800 608.490700
229.377500 609.888600
229.378000 608.971200
229.378800 609.120300
229.379400 610.557400
229.379900 609.902200
229.380400 611.564700
229.381200 611.263700
229.381700 612.285400
229.382400 612.552700
229.382900 610.633800
229.383700 611.422200
229.384200 611.735800
229.384900 612.991300
229.385500 611.235000
229.386100 610.017800
229.386800 609.560900
229.387300 609.543200
229.388100 609.946000
229.388600 610.121200
229.389100 610.070000
229.389800 607.790900
229.390400 610.456700
229.391100 609.589500
229.391700 610.402500
229.392200 608.180200
229.393000 609.842900
229.393500 610.489000
229.394200 611.777900
229.394700 610.797500
229.395300 610.403400
229.396000 611.689000
229.396500 611.163400
229.397200 611.387100
229.397900 611.222800
229.398400 610.984100
229.399000 612.073600
229.399600 613.898900
229.400200 610.992500
229.400700 612.662000
229.401500 613.023600
229.402000 612.092800
229.402700 616.031200
229.403200 616.548800
229.403800 617.114900
229.404600 614.187000
229.405100 614.467600
229.405600 614.934600
229.406300 614.758700
229.406900 614.620700
229.407600 612.193200
229.408100 614.344500
229.408700 612.126000
229.409400 616.053900
229.410000 614.401400
229.410500 613.621700
229.411100 614.481900
229.411800 613.328900
229.412300 613.362200
229.413000 612.103400
229.413600 613.200700
229.414300 611.753100
229.414800 612.498500
229.415500 614.122500
229.416100 611.612800
229.416700 612.573800
229.417200 612.253000
229.417900 610.222900
229.418500 610.973400
229.419200 610.007600
229.419700 610.114700
229.420300 608.852900
229.421000 609.810200
229.421500 608.631200
229.422100 610.088700
229.422800 609.909000
229.423400 608.785200
229.423900 609.503800
229.424600 610.067800
229.425200 610.272500
229.425700 610.631700
229.426400 609.452700
229.426900 612.427800
229.427700 609.795900
229.428300 608.890400
229.428800 609.183700
229.429500 610.130900
229.430000 609.790600
229.430600 610.424500
229.431300 612.241900
229.431800 612.014300
229.432400 613.171400
229.433100 611.587200
229.433600 612.973600
229.434200 612.949700
229.434800 612.410100
229.435500 612.347900
229.436000 612.140800
229.436700 614.314400
229.437300 613.038400
229.438000 615.308600
229.438500 613.506400
229.439100 612.385300
229.439800 612.690700
229.440300 613.525800
229.440900 611.847600
229.441400 610.756100
229.442200 611.538700
229.442700 612.031100
229.443400 612.026600
229.443900 612.668500
229.444500 611.940100
229.445200 612.186100
229.445700 612.593000
229.446300 613.138200
229.446900 613.033600
229.447600 614.634500
229.448100 614.030800
229.448800 614.737700
229.449400 614.930400
229.449900 614.289500
229.450400 613.907900
229.451100 613.155700
229.451700 613.387700
229.452400 612.793400
229.453000 612.005500
229.453500 611.977000
229.454100 612.390600
229.454600 612.562000
229.455300 609.857400
229.455900 611.110400
229.456600 609.562900
229.457100 610.369100
229.457700 609.577600
229.458400 609.360500
229.459000 609.956600
229.459500 607.586000
229.460000 607.986200
229.460800 608.102900
229.461300 607.634600
229.461800 608.124800
229.462500 608.362500
229.463100 608.164500
229.463600 607.401100
229.464300 608.661700
229.464900 609.615700
229.465500 608.668100
229.466200 610.417400
229.466700 609.953800
229.467300 611.511700
229.468000 610.158300
229.468500 611.145400
229.469100 613.089200
229.469600 610.019100
229.470300 610.390800
229.470900 609.150700
229.471400 610.830400
229.472200 609.784500
229.472700 607.629400
229.473200 609.972300
229.480300 614.053100
229.480800 612.664300
229.481500 612.643800
229.482100 614.137900
229.482700 614.140200
229.483200 613.150100
229.483900 616.016400
229.484400 616.265200
229.485000 617.214500
229.485700 614.811500
229.486200 616.161900
229.486800 614.789800
229.487500 614.205300
229.488000 614.113000
229.488600 615.895200
229.489100 615.665100
229.489700 611.951300
229.490200 610.857000
229.490900 610.594900
229.491400 609.649300
229.492000 610.062600
229.492700 608.825300
229.493200 607.741700
229.493800 608.587700
229.494300 606.496600
229.494900 606.364400
229.495600 608.149000
229.496100 605.638100
229.496700 607.662600
229.497400 608.177900
229.497900 606.698300
229.498500 608.319900
229.499000 608.918200
229.499700 607.555400
229.500300 607.285100
229.500800 609.202700
229.501400 608.106800
229.501900 609.445300
229.502600 607.821300
229.503200 608.641500
229.503700 608.991800
229.504200 607.067500
229.504900 609.660200
229.505500 609.488900
229.506000 609.431300
229.506600 609.669300
229.507300 608.863100
229.507800 607.480500
229.508400 608.702900
229.509100 608.169900
229.509600 607.218700
229.510200 606.693600
229.510700 607.707200
229.511400 607.326100
229.512000 608.408400
229.512500 607.493400
229.513100 605.719500
229.513600 606.385500
229.514300 606.647700
229.514800 608.656700
229.515400 606.979200
229.515900 607.538600
229.516600 608.116100
229.517200 608.241400
229.517700 609.116600
229.518300 608.165100
229.518800 610.538800
229.519500 610.172100
229.520100 610.356400
229.520600 610.739100
229.521100 608.754300
229.521900 609.910700
229.522400 609.085600
229.522900 608.769500
229.523500 610.104300
229.524000 610.033800
229.524800 609.380400
229.525300 610.656100
229.525800 610.113300
229.526500 609.827000
229.527100 611.796100
229.527600 612.697600
229.528100 610.271400
229.528900 608.701700
229.529400 610.000100
229.530000 610.835400
229.530500 610.756400
229.531100 610.176600
229.531800 609.733900
229.532300 608.446600
229.532900 606.578400
229.533400 607.780300
229.534100 608.586200
229.534600 608.576400
229.535200 608.434500
229.535700 609.227900
229.536300 610.490000
229.537000 610.511800
229.537500 611.418200
229.538100 610.531700
229.538600 611.362300
229.539100 612.362800
229.539900 612.128600
229.540400 609.700200
229.540900 611.876000
229.541500 610.774100
229.542200 609.062600
229.542800 611.479000
229.543300 611.479300
229.543800 612.255400
229.544400 611.647500
229.545100 610.039400
229.545600 609.479000
229.546100 610.275300
229.546900 610.514600
229.547400 610.293300
229.548000 610.245100
229.548500 611.006100
229.549000 610.323900
229.549600 610.409700
229.550300 613.710500
229.550800 613.386200
229.551400 613.822400
229.552100 614.361400
229.552600 611.873700
229.553200 612.242600
229.553800 613.425000
229.554300 613.549900
229.555000 612.608400
229.555500 612.465300
229.556100 610.150500
229.556800 608.744000
229.557300 609.266700
229.557900 610.539200
229.558400 608.594600
229.559000 608.933500
229.559700 609.914000
229.560200 607.962000
229.560800 609.143400
229.561500 606.164800
229.562000 607.839500
229.562500 607.187100
229.563100 608.198000
229.563800 608.126000
229.564300 608.844900
229.564900 611.161900
229.565500 611.892700
229.566200 610.944600
229.566700 613.068400
229.567200 611.665400
229.568000 612.528800
229.568500 612.019700
229.569000 612.537300
229.569600 613.801900
229.570100 613.050100
229.570700 612.572800
229.571400 613.234800
229.571900 613.521400
229.572400 611.515500
229.573200 612.701600
229.573700 612.737000
229.574200 611.074800
229.574800 611.959600
229.575500 611.776800
229.576000 611.397800
229.576600 610.452400
229.577200 612.509200
229.577900 612.428700
229.578400 613.641100
229.578900 614.367100
229.579500 615.699600
229.580000 615.815900
229.580700 616.949000
229.581300 615.354100
229.581800 615.971000
229.582500 616.932200
229.583100 616.834600
229.583600 614.634400
229.584200 613.628100
229.584900 612.467800
229.585400 616.157200
229.586000 612.681900
229.586700 611.737400
229.587200 612.837900
229.587800 612.920400
229.603100 611.437500
229.603600 615.387600
229.643600 619.331900
229.649800 619.534000
229.650300 618.088400
229.650900 616.518600
229.651600 618.608400
229.652100 615.279900
229.652600 614.382300
229.653200 615.183200
229.653700 615.685300
229.654300 616.191400
229.656600 619.624500
229.657200 617.647300
229.657700 618.427500
229.658200 614.843700
229.658800 619.093200
229.668500 619.261200
229.669000 619.342700
229.669600 618.596100
229.671400 619.940200
229.674100 619.246400
229.674800 618.772300
229.675300 619.856900
229.680900 620.157400
229.681400 620.121400
229.682000 617.281600
229.682500 620.034100
229.683200 620.346100
229.683800 619.270000
229.684300 616.128400
229.684900 617.954400
229.685400 619.724500
229.686000 620.711500
229.710800 618.661200
229.711300 618.783700
229.711800 615.463600
229.712400 616.395700
229.712900 616.165700
229.713500 616.601400
229.714000 616.390000
229.714600 616.949100
229.715300 616.039700
229.715800 617.048300
229.716300 618.278200
229.721200 617.293700
229.721700 619.945100
229.722500 616.924500
229.723000 617.152300
229.723500 614.752100
229.724100 615.775400
229.724600 613.211500
229.725200 614.502600
229.725700 613.676800
229.726200 612.734100
229.726800 612.508400
229.727500 611.243500
229.728000 613.990100
229.728600 613.443300
229.729100 613.813600
229.729600 614.423000
229.730200 614.947400
229.730700 614.742000
229.731300 618.220500
229.731800 617.901900
229.732300 616.357700
229.732900 616.999200
229.733400 616.942900
229.734100 617.374200
229.734700 617.666800
229.735200 618.902900
229.735800 619.763400
229.736300 619.239300
229.736800 617.353900
229.737400 620.605600
229.737900 619.818500
229.738400 620.487100
229.739000 619.758300
229.739500 620.008300
229.740100 619.848200
229.740800 619.544100
229.741300 619.995600
229.741900 619.490600
229.742400 621.535400
229.743000 619.662100
229.743500 619.471200
229.744000 616.201100
229.745100 618.131300
229.746200 617.253000
229.746700 617.001500
229.748900 614.585800
229.749600 615.940100
229.750100 615.624400
229.750700 616.599200
229.751200 617.590800
229.751700 619.706600
229.752300 617.082800
229.752800 618.803200
229.753400 618.987400
229.753900 621.526200
229.754500 620.503700
229.755200 620.508400
229.755700 621.428900
229.756200 620.509600
229.765200 615.789900
229.765700 613.504300
229.766500 614.587000
229.767000 616.551700
229.767500 614.224500
229.768100 614.432300
229.768600 614.512800
229.769200 614.244500
229.769700 613.951200
229.770300 610.832200
229.771000 613.739900
229.771500 614.669400
229.772100 616.829500
229.772600 617.131700
229.773200 618.728800
229.773700 616.809900
229.774400 618.058300
229.775000 618.692900
229.775500 617.848200
229.776000 616.405600
229.776600 616.445700
229.777100 616.701300
229.777700 615.343300
229.778200 616.464100
229.778700 616.216100
229.779500 615.693100
229.780000 616.382400
229.780600 616.189800
229.781100 615.595800
229.781600 615.996500
229.782200 616.313200
229.782700 615.703900
229.786700 613.518700
229.787200 613.520500
229.787800 612.401100
229.788500 612.996800
229.789000 613.322800
229.789500 611.673100
229.790100 612.223400
229.790600 611.009200
229.791100 612.513800
229.791700 611.519000
229.792200 611.053300
229.792800 610.077700
229.793500 610.290600
229.794000 610.462800
229.794600 611.699300
229.795100 612.681700
229.795700 610.956900
229.796200 613.474300
229.796900 613.646600
229.797400 611.930600
229.798000 611.576300
229.798600 611.629800
229.799100 612.407100
229.799600 613.901700
229.800200 613.219600
229.800700 612.796800
229.801400 613.258400
229.802000 613.166600
229.802500 612.382500
229.803000 614.891100
229.803600 614.371200
229.804100 614.015400
229.804800 615.437100
229.805400 616.427400
229.805900 617.122400
229.806400 617.300600
229.807000 616.475000
229.807500 617.930900
229.808100 614.832400
229.808800 616.121000
229.809300 615.792800
229.809900 614.458400
229.810400 615.832200
229.811000 614.502700
229.811500 615.435300
229.812000 616.059200
229.812800 614.109000
229.813300 614.557800
229.813800 615.663700
229.814400 613.770400
229.814900 614.301900
229.815500 615.064500
229.816200 611.648000
229.816700 615.092400
229.817300 614.545400
229.817800 616.293400
229.818400 614.101000
229.818900 613.994200
229.819600 613.845900
229.820100 613.149600
229.820700 612.362600
229.821300 613.773000
229.821800 611.919600
229.822300 613.202900
229.823000 612.827600
229.823600 614.768500
229.824100 615.347100
229.824600 614.466300
229.825200 613.523900
229.825700 616.168000
229.826300 617.315700
229.826800 617.169100
229.827400 617.023400
229.827900 617.309500
229.828600 616.865000
229.830800 613.073400
229.831300 612.430300
229.834700 611.963100
229.835300 611.699100
229.835800 611.823800
229.838000 612.169200
229.839200 613.162200
229.839800 613.372700
229.840300 611.242200
229.840800 611.237800
229.841400 610.976800
229.841900 611.721300
229.842400 613.089300
229.843000 612.747400
229.843500 613.686300
229.844300 610.810700
229.844800 609.940600
229.845300 609.043800
229.845900 611.020800
229.846400 612.289000
229.846900 611.436200
229.847500 610.687100
229.848000 612.488200
229.848700 614.306400
229.849300 615.925900
229.867300 615.169900
229.867800 615.357000
229.868900 616.809000
229.869500 616.152200
229.870200 614.887200
229.870700 615.060900
229.871300 615.399600
229.871800 613.290800
229.872300 612.320800
229.873000 613.623600
229.873600 611.258200
229.874200 608.655400
229.874700 609.643600
229.875200 610.300300
229.875800 610.442000
229.876300 609.066300
229.877000 610.000200
229.877600 611.699000
229.878100 611.862200
229.878600 609.755500
229.879200 610.657200
229.879700 611.709000
229.880400 612.592300
229.881000 611.929000
229.881500 612.975200
229.882100 610.582400
229.882600 613.593500
229.883300 612.192700
229.883900 613.395000
229.884400 611.299700
229.884900 611.281400
229.885500 612.231400
229.886000 610.223400
229.886800 611.333400
229.887300 610.179100
229.887800 609.820500
229.888400 609.651500
229.889100 609.749100
229.889600 609.403500
229.890200 609.031100
229.890700 608.266000
229.950900 614.917200
229.952700 615.726800
229.953200 615.635900
229.956100 615.681800
229.957200 615.698400
229.961900 615.685700
229.964200 615.079100
229.964800 615.328700
229.965300 615.832800
229.966600 615.287000
229.967100 615.135200
229.967600 613.805000
229.968200 613.222300
229.968800 612.567800
229.969300 611.955500
229.969800 613.890000
229.970500 609.832100
229.971100 612.288100
229.971600 611.278000
229.972200 611.051500
229.972900 611.738000
229.973400 609.728400
229.974000 609.964900
229.974500 608.514400
229.975000 609.136700
229.975800 608.946700
229.976300 610.132700
229.976900 608.965600
229.977400 608.567900
229.978100 610.492400
229.978600 608.325500
229.979200 608.705700
229.979800 609.295300
229.980300 611.262300
229.980800 608.277400
229.981400 610.341500
229.982100 609.163600
229.982600 610.487300
229.983100 609.867000
229.983700 613.317700
229.984400 611.988900
229.985000 612.030800
229.985500 610.912400
229.986100 612.735300
229.986600 613.656600
229.987300 611.946100
229.987900 611.786700
229.988400 612.949200
229.988900 612.465600
229.989500 612.088800
229.990000 612.124100
229.990700 614.504200
229.991200 614.508800
229.991800 612.891900
229.992400 612.834900
229.992900 616.375700
229.993600 615.557800
229.994200 616.596400
229.994700 613.934800
229.995200 613.139800
229.995800 611.660000
229.996500 612.423300
229.997000 610.641500
229.997600 610.863500
229.998100 609.082300
229.998700 612.377800
229.999200 612.372000
229.999700 611.126500
230.000500 610.821700
230.001000 610.231800
230.001500 609.707200
230.002100 611.116400
230.002800 611.482400
230.003400 611.250100
230.003900 611.743300
230.004400 611.203000
230.005000 612.208600
230.005500 611.209100
230.006200 609.940400
230.006800 611.412400
230.007300 610.899900
230.007800 610.716900
230.008600 610.654500
230.009100 610.963000
230.009700 610.340500
230.010200 609.464900
230.010800 612.715300
230.011500 610.204800
230.012000 612.512700
230.012600 611.748600
230.013100 613.580600
230.016000 612.245000
230.016700 612.158500
230.017300 611.393900
230.017800 610.156200
230.018300 612.195700
230.018900 612.681100
230.019600 611.856200
230.020100 610.956900
230.020700 609.311000
230.021300 611.427200
230.021800 612.312200
230.022500 611.315700
230.023100 611.853300
230.023600 609.526300
230.024100 611.256400
230.024800 612.075100
230.025400 613.058700
230.025900 613.179100
230.026500 613.156800
230.027200 612.346100
230.027700 612.905600
230.028300 612.192400
230.028800 611.869300
230.029500 611.237400
230.030100 608.704700
230.030600 610.560300
230.031200 610.227900
230.031900 610.276200
230.032400 610.538800
230.033000 609.533800
230.033500 608.721100
230.034300 608.491900
230.034800 609.589600
230.035300 610.693700
230.035900 612.195900
230.036600 611.331900
230.037100 611.044100
230.037600 611.891900
230.038200 611.648700
230.038800 613.812900
230.039500 615.604900
230.045800 612.802200
230.046500 611.343600
230.047100 608.788200
230.047600 611.531100
230.048100 613.608500
230.048800 611.857600
230.049400 609.996000
230.050000 612.471700
230.050500 611.899000
230.051000 611.557200
230.051800 609.832500
230.052300 610.672900
230.053000 610.117100
230.053600 611.105300
230.054100 613.657400
230.054600 611.871800
230.055400 610.964400
230.055900 611.935800
230.056500 611.719000
230.057000 612.298300
230.057700 612.568700
230.058300 613.242700
230.058800 611.708000
230.059300 610.915600
230.060100 610.675300
230.060600 610.387800
230.061200 611.584400
230.061800 610.879800
230.062400 608.759700
230.063000 610.008200
230.063500 610.468800
230.064100 610.024500
230.064800 609.681300
230.065300 608.759400
230.065900 607.678500
230.066600 609.389900
230.067100 609.091900
230.067600 608.176300
230.068200 610.055700
230.068800 607.179500
230.069500 609.737500
230.070000 610.880300
230.070600 609.313500
230.071300 610.168000
230.071800 607.671200
230.072300 609.903500
230.073100 608.309700
230.073600 609.431100
230.074200 608.552800
230.074700 609.698200
230.075300 608.924200
230.076000 608.846200
230.076500 609.554600
230.077300 609.715600
230.077800 608.967000
230.078300 609.323700
230.078900 609.973000
230.079600 608.749100
230.080200 605.583300
230.080700 607.104700
230.081200 606.789700
230.082000 609.000500
230.082500 607.061800
230.083000 608.292900
230.083700 607.053800
230.084300 606.778500
230.084800 608.625500
230.085500 607.423400
230.086100 607.474600
230.086700 607.701300
230.087200 608.779300
230.087900 608.200500
230.088500 608.851600
230.089000 608.593700
230.089600 607.720300
230.090300 607.854600
230.090800 608.939800
230.091300 608.236000
230.091900 608.984300
230.092700 608.978000
230.093200 609.666300
230.093700 609.208600
230.094300 607.095900
230.095000 607.584900
230.095500 608.492700
230.096000 607.398800
230.096800 607.479900
230.097300 607.635200
230.097900 608.042000
230.098400 607.543400
230.099000 608.347400
230.099700 606.488200
230.100200 608.927200
230.100800 609.357400
230.101300 609.523100
230.102000 609.355100
230.102600 611.281800
230.103100 610.830400
230.103700 609.779700
230.104400 609.693600
230.104900 610.725000
230.105500 609.770500
230.106000 609.245400
230.106700 609.593000
230.107200 607.319100
230.107800 609.244500
230.108500 608.549500
230.109100 609.138400
230.109600 607.914900
230.110200 607.145700
230.110700 607.683800
230.111400 609.566500
230.112000 609.202200
230.112500 607.029000
230.113200 608.572100
230.113800 610.391800
230.114300 607.990600
230.114800 606.499400
230.115400 608.642700
230.116100 606.904300
230.116700 608.233900
230.117200 607.302200
230.117900 610.122600
230.118400 608.370200
230.119000 609.395200
230.119500 608.433000
230.120100 608.190200
230.120800 608.393800
230.121300 610.018300
230.121900 608.127100
230.122400 609.845800
230.123200 609.691300
230.123700 610.715700
230.124200 610.069600
230.124800 610.866000
230.125500 611.338500
230.126000 610.509600
230.126600 612.112000
230.127300 611.098700
230.127900 611.913500
230.128400 612.877900
230.128900 611.120300
230.129500 613.561200
230.130200 611.265100
230.130700 611.993800
230.131300 613.016200
230.131800 611.022900
230.132500 611.639500
230.133100 610.801600
230.133700 610.006400
230.134200 612.731700
230.134700 610.587800
230.135500 611.143400
230.136000 609.425100
230.136500 607.744600
230.137200 609.470100
230.137800 608.284200
230.138300 609.028400
230.138800 608.795700
230.139400 610.782800
230.140000 610.106300
230.140700 612.443400
230.141200 611.790900
230.141800 611.885800
230.142300 611.535300
230.143000 612.100500
230.143500 609.949500
230.144100 610.809300
230.144600 614.188100
230.145200 610.337500
230.145900 610.033000
230.146400 611.577400
230.147000 609.965300
230.147500 610.143300
230.148200 607.028300
230.148800 610.768200
230.149300 608.659600
230.149900 607.955200
230.150400 608.099400
230.151000 607.461900
230.151700 607.266100
230.152200 606.217300
230.152800 607.769800
230.153300 606.127100
230.154000 608.862800
230.154500 606.557500
230.155100 606.871500
230.155600 607.633000
230.156300 606.151400
230.156900 608.832900
230.157500 608.070200
230.158000 608.769800
230.158500 610.519400
230.159100 611.776400
230.159800 611.198000
230.160300 610.283500
230.160900 610.297400
230.161400 610.470200
230.162100 609.835600
230.162700 609.101100
230.163300 609.822700
230.163800 609.774500
230.164300 609.118200
230.164900 610.521200
230.165600 609.589400
230.166100 609.880100
230.166700 608.380700
230.167200 607.246300
230.167900 607.371600
230.168500 608.636000
230.169000 607.360900
230.169600 609.588400
230.170100 610.799000
230.170700 609.975600
230.171400 608.787100
230.171900 610.082400
230.172400 610.181500
230.173000 611.020500
230.173500 611.232000
230.174100 609.307100
230.174800 609.865600
